Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB maestra,ID_concatenada,DB source,DB subsource,Risk assessment class,Human eco,Species ,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,,Reference DB source,URL,,ToxVal_ID,Chemical_ID
,2-Ethyl-1-hexanol,104-76-7,CCCCC(CC)CO,DTXSID5020605,,2015,2015_HPVIS,HPVIS,-,acute,human health,rat,injection,=,650,mg/kg,130.23,0.0050,2.3018,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 21st March, 2006.Reference: Hodge HC. (1943). Proc. Soc. Exptl. Biol. Med. 53, 20-23.Source: Neste 0xo AB StenungsundECB -Existing Chemicals Ispra (VA)Hoechst AG Frankfurt/MainNeste 0x0 AB StenungsundECB -Existing Chemicals Ispra (VA)Hoechst AG Frankfurt/MainCelanese GmbH Frankfurt am Main",https://chemview.epa.gov/chemview/,,176070,ToxVal00045_889e3aebeba4f421
,"Aromatic hydrocarbons, biphenyl-rich, thermal hydrodealkylation residues",68989-41-3,,DTXSID3029528,,2016,2016_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Rausina, G.A. 1983. Acute dermal toxicity study in albino rabbits with Biphenyl feedstock. Proj. #2037. Gulf Life Sciences Center, Pittsburgh, PA for Gulf Oil Chemicals Co., Houston, TX, USA. Unpublished report.",https://chemview.epa.gov/chemview/,,176071,ToxVal00045_e6a8a684c6d375ec
,Morpholine,110-91-8,C1NCCOC1,DTXSID2025688,,2017,2017_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,=,1210,mg/kg,87.1215,0.0139,1.8573,,"IBT, Industrial Bio-Test Laboratories, Inc. (1979).Zitiert in: Dynamic Corporation, Information Review Morpholine, IR-514, 14.10.1988",https://chemview.epa.gov/chemview/,,176073,ToxVal00045_f60ac79c97ae2ac3
,Tributyl phosphate,126-73-8,CCCCOP(OCCCC)(OCCCC)=O,DTXSID3021986,,2018,2018_HPVIS,HPVIS,-,acute,eco,hen,oral,=,1500,mg/kg,266.316,0.0056,2.2493,,"Posting dates of document from HPV Challenge website form which data have been entered into HPVIS: 14th December, 2001; 21st March, 2006.Reference:Carrington, C.D. Lapadula, D.M., Othman, M., Farr, C., Nair, R.S., Johannsen, F., and Abou-Donia, M.B. (1990).Assessment of delayed neurotoxicity of tributylphosphate, tributoxyethylphosphate, and dibutylphenylphosphate., Toxicol. Ind. Health 6, 415-423. and Duke University Medical Center. Studies in the Delayed Toxicity of TBP.Monsanto Study DU-84-433. (1984).",https://chemview.epa.gov/chemview/,,176074,ToxVal00045_ba48a2c716033b5b
,"Residues, petroleum, steam-cracked",64742-90-1,,DTXSID5028247,,2019,2019_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Rausina, G.A. 1982. Acute oral toxicity test in albino rats using aromatic pyrolysis oil. Proj. #82-114. Gulf Life Sciences Center, Pittsburgh, PA for Gulf Oil Chemicals Co., Houston, TX, USA. Unpublished report.",https://chemview.epa.gov/chemview/,,176076,ToxVal00045_dbaaecb4490777fc
,"Aromatic hydrocarbons, biphenyl-rich, thermal hydrodealkylation residues",68989-41-3,,DTXSID3029528,,2020,2020_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Rausina, G.A. 1983. Acute dermal toxicity study in albino rabbits with Biphenyl feedstock. Proj. #2037. Gulf Life Sciences Center, Pittsburgh, PA for Gulf Oil Chemicals Co., Houston, TX, USA. Unpublished report.",https://chemview.epa.gov/chemview/,,176077,ToxVal00045_e6a8a684c6d375ec
,"Aromatic hydrocarbons, biphenyl-rich, thermal hydrodealkylation residues",68989-41-3,,DTXSID3029528,,2021,2021_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Rausina, G.A. 1983. Acute dermal toxicity study in albino rabbits with Biphenyl feedstock. Proj. #2037. Gulf Life Sciences Center, Pittsburgh, PA for Gulf Oil Chemicals Co., Houston, TX, USA. Unpublished report.",https://chemview.epa.gov/chemview/,,176078,ToxVal00045_e6a8a684c6d375ec
,2-Mercaptobenzothiazole,149-30-4,Sc1nc(cccc2)c2[s]1,DTXSID1020807,,2022,2022_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,7940,mg/kg,167.256,0.0475,1.3236,,Monsanto. 1974. Report Y-73-0288 Younger Laboratories.,https://chemview.epa.gov/chemview/,,176079,ToxVal00045_481b5607962916eb
,Morpholine,110-91-8,C1NCCOC1,DTXSID2025688,,2023,2023_HPVIS,HPVIS,-,acute,human health,rat,inhalation,=,7800,mg/L,87.1215,0.0895,1.0480,,"Lam H.F. und Van Stee E.W.: Fed. Proc. 37, 679 (1978).Zitiert in: BUA-Stoffbericht 56 - Morpholin (Dezember 1990)",https://chemview.epa.gov/chemview/,,176080,ToxVal00045_f60ac79c97ae2ac3
,Morpholine,110-91-8,C1NCCOC1,DTXSID2025688,,2024,2024_HPVIS,HPVIS,-,acute,human health,mouse,injection,=,413,mg/kg,87.1215,0.0047,2.3242,,"Landing, B.H. et al.: Cancer, 1055-1066 (1949).Zitiert in: Dynamic Corporation, Information Review Morpholine, IR-514, 14.10.1988",https://chemview.epa.gov/chemview/,,176081,ToxVal00045_f60ac79c97ae2ac3
,Diallyldimethylammonium chloride,7398-69-8,C[N+](C)(CC=C)CC=C.[Cl-],DTXSID4027650,,2025,2025_HPVIS,HPVIS,-,acute,human health,rat,oral,=,3930,mg/kg,161.675,0.0243,1.6143,,"Sterner, W. (1975) Acute Oral Toxicity in Rats. International Bioresearch Laboratories, Hanover, Germany.Data extracted from the initial Robust Summary posted to the HPV Challenge Program website May 13, 2004.",https://chemview.epa.gov/chemview/,,176085,ToxVal00045_40681a3e26a0804b
,"Phenol, heptyl derivs.",72624-02-3,CCCCCCCc(cc1)ccc1O,DTXSID2029036,,2026,2026_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2,-,192.301,0.0000,4.9830,,References: Unpublished confidential business information.,https://chemview.epa.gov/chemview/,,176086,ToxVal00045_51507af8ae78111a
,Bis(butoxyethoxyethoxy)methane,143-29-3,CCCCOCCOCCOCOCCOCCOCCCC,DTXSID3027112,,2027,2027_HPVIS,HPVIS,-,acute,human health,rat,oral,>,2000,mg/kg,336.467,0.0059,2.2259,,"Longobardi, C. 2003. TP-90B Rubber Chemical: Acute oraltoxicity study in rats. Report No. 02RC-0071.Data extracted from the revised robust summary posted to the HPV Challenge Program website on Jul. 21, 2006.",https://chemview.epa.gov/chemview/,,176087,ToxVal00045_7846543f1e14cece
,FD&C Yellow 6,2783-94-0,[O-]S(c(cc1)ccc1/N=N/c1c(ccc(S([O-])(=O)=O)c2)c2ccc1O)(=O)=O,DTXSID6021456,,2028,2028_HPVIS,HPVIS,-,acute,human health,rat,oral,>,10000,mg/kg,406.394,0.0246,1.6089,,"Gaunt I.F., Farmer M., Grasso P., and Gangolli .D. (1967) Acute (Rat and Mouse) and Short-term (Rat) Toxicity Studies on Sunset Yellow FCF. Fd Cosmet Toxicol 5, pp. 747-754.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: December 22, 2007",https://chemview.epa.gov/chemview/,,176088,ToxVal00045_b1d186d34c1ca8a6
,Aldicarb oxime,1646-75-9,CC(C)(C=NO)SC,DTXSID9024431,,2029,2029_HPVIS,HPVIS,-,acute,human health,rat,oral,=,2380,mg/kg,133.214,0.0179,1.7480,,"Carnegie-Mellon Institute, (1970), TEMIK and other materials, Miscellaneous single dose peroral and parenteral LD50 assays and some joint action studies, Report no. 37-94 (conducted for Union Carbide).",https://chemview.epa.gov/chemview/,,176089,ToxVal00045_336a673def6c771d
,Isobutyl isobutyrate,97-85-8,CC(C)COC(C(C)C)=O,DTXSID6026612,,2030,2030_HPVIS,HPVIS,-,acute,human health,guinea pig,dermal,>,10000,-,144.213,0.0693,1.1590,,"Laboratory of Industrial Medicine, Eastman Kodak Co., 1956Data entered into HPVIS extracted from the robust summary posted to the HPV Challenge Program website Jan. 19, 2007.",https://chemview.epa.gov/chemview/,,176090,ToxVal00045_1c07ff7014f54018
,"1,3-Benzenedicarbonitrile",626-17-5,N#Cc1cccc(C#N)c1,DTXSID7027259,,2031,2031_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2000,mg/kg,128.134,0.0156,1.8066,,"Meyer F. Acute dermal toxicity investigation in rabbits of IPN, Huntingdon Research Center, Baltimore. Syngenta Report No. CTL/C/4034. Unpublished report. (1972).Posting dates of the document(s) from the HPV Challenge website from which data were extracted for entry into HPVIS: Printing date of initial Robust Summary/IUCLID dataset - Sep. 9, 2005; cover letter dated Sep. 16, 2005 received by CBIC/NCIC - Sep. 20, 2005; posted to HPV Challenge website - Oct. 6, 2005.",https://chemview.epa.gov/chemview/,,176092,ToxVal00045_d5338b7c18266af4
,Methyl 4-formylbenzoate,1571-08-0,COC(c1ccc(C=O)cc1)=O,DTXSID4025610,,2032,2032_HPVIS,HPVIS,-,acute,human health,rat,oral,=,1600,mg/kg,164.16,0.0097,2.0111,,Clark R.B. (1970) Toxicity Report to Eastman Kodak Co. Laboratory of Industrial Medicine. Report No 15928706. Private Communication to Chemintox Inc. Unpublished Report.,https://chemview.epa.gov/chemview/,,176093,ToxVal00045_28e25924cd362259
,"1-Naphthalenesulfonic acid, 2-[(2-hydroxy-1-naphthalenyl)azo]-, barium salt (2:1)",1103-38-4,[O-]S(c(c1ccccc1cc1)c1N=Nc(c1ccccc1cc1)c1O)(=O)=O.[O-]S(c(c1ccccc1cc1)c1N=Nc(c1ccccc1cc1)c1O)(=O)=O.[Ba+2],DTXSID0027359,,2033,2033_HPVIS,HPVIS,-,acute,human health,rat,oral,>=,5000,mg/kg,892.128,0.0056,2.2515,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 28th June, 2006.Reference:Mone J.G. 1968, Federation Series on Coating Technology, Unit 9 Organic Pigments, Federation of Societies for Paint Technology, Philadelphia, PA 19107.",https://chemview.epa.gov/chemview/,,176094,ToxVal00045_c9a78d9cf2a24ce4
,"3,6-Dichloro-2-(trichloromethyl)pyridine",1817-13-6,ClC(c(nc(cc1)Cl)c1Cl)(Cl)Cl,DTXSID5027439,,2034,2034_HPVIS,HPVIS,-,acute,human health,rat,oral,=,1000,mg/kg,265.354,0.0038,2.4238,,"Unpublished data, The Dow Chemical Company, 1982.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into HPVIS: Robust Summary/IUCLID dated: Dec. 8, 2005; CBIC received: Dec. 27, 2005; Posted to HPV Challenge Program website: Jan. 26, 2006.",https://chemview.epa.gov/chemview/,,176095,ToxVal00045_bca82f1b76d05ab5
,Isopropyl ether,108-20-3,CC(C)OC(C)C,DTXSID4021890,,2035,2035_HPVIS,HPVIS,-,acute,human health,rat,oral,~,16500,mg/kg,102.176,0.1615,0.7919,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 5/12/2006Kimura ET, Ebert DM and Doge PW (1971). Acute toxicity and limits of solvent residues for sixteen organic solvents. Toxicol. Appl. Pharmacol. 19:699-704.",https://chemview.epa.gov/chemview/,,176096,ToxVal00045_f588987e1295373a
,4-Vinylcyclohexene,100-40-3,C=CC1CC=CCC1,DTXSID3021437,,2036,2036_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>=,20,-,108.183,0.0002,3.7331,,"Smyth, HF, Carpenter, CP, Weil, CS et al. (1962) Range finding toxicity data: List VI. Am Ind Hyg Assoc J, 23, 95-107.Smyth, HF, Carpenter, CP, Weil, CS et al. (1969) Range finding toxicity data: List VII. Am Ind Hyg Assoc J, 30, 470-476.",https://chemview.epa.gov/chemview/,,176097,ToxVal00045_6b8deadc5699099c
,Isopropyl ether,108-20-3,CC(C)OC(C)C,DTXSID4021890,,2037,2037_HPVIS,HPVIS,-,acute,human health,rat,oral,~,4.5,-,102.176,0.0000,4.3561,,"Kimura ET, Ebert DM and Doge PW (1971). Acute toxicity and limits of solvent residues for sixteen organic solvents. Toxicol. Appl. Pharmacol. 19:699-704.Data entered into the HPVIS extracted from documents posted to the HPV Challenge Program website on Jan. 19, 2007.",https://chemview.epa.gov/chemview/,,176098,ToxVal00045_f588987e1295373a
,Benzothiazole,95-16-9,c1nc(cccc2)c2[s]1,DTXSID7024586,,2038,2038_HPVIS,HPVIS,-,acute,human health,rat,oral,=,380,mg/kg,135.19,0.0028,2.5512,,"Monsanto Y-76-332, Acute Oral Toxicity of Benzothiazole, Younger Laboratories, October 15, 1976.Data extracted from Revised Robust Summary (1st revision) dated: Jun. 18, 2003CBIC Received: Jul. 23, 2003Posted to HPV Challenge Website: Aug. 22, 2003",https://chemview.epa.gov/chemview/,,176099,ToxVal00045_c49334c5a131abf3
,Diallyl diglycol carbonate,142-22-3,C=CCOC(OCCOCCOC(OCC=C)=O)=O,DTXSID7027095,,2039,2039_HPVIS,HPVIS,-,acute,human health,mouse,injection,=,269,mg/kg,274.268,0.0010,3.0084,,"Karel L, Landing BH, Harvery TS. 1947. The intraperitoneal toxicity of some glycols, glycol ethers, glycol esters and phthalates in mice. Fed Proc 6:342, 1947. Also Journal of Pharmacology and Experimental Therapeutics 90:338, 1947.",https://chemview.epa.gov/chemview/,,176101,ToxVal00045_136d2ffc5b339a83
,Benzothiazole,95-16-9,c1nc(cccc2)c2[s]1,DTXSID7024586,,2040,2040_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,=,126,mg/kg,135.19,0.0009,3.0306,,"Monsanto Y-76-332, Acute Dermal Toxicity of Benzothiazole, Younger Laboratories, October 15, 1976.Data extracted from Revised Robust Summary (1st revision) dated: Jun. 18, 2003CBIC Received: Jul. 23, 2003Posted to HPV Challenge Website: Aug. 22, 2003",https://chemview.epa.gov/chemview/,,176102,ToxVal00045_c49334c5a131abf3
,2-Amino-2-methylpropan-1-ol,124-68-5,CC(C)(CO)N,DTXSID8027032,,2041,2041_HPVIS,HPVIS,-,acute,human health,mouse,oral,~,3350,mg/kg,89.1373,0.0376,1.4250,,"Acute Toxicities of Amines. (1955) Hill Top Research Intitute Inc., Miamiville, OH, USA.",https://chemview.epa.gov/chemview/,,176103,ToxVal00045_929a4d39a0e99977
,Diallyl diglycol carbonate,142-22-3,C=CCOC(OCCOCCOC(OCC=C)=O)=O,DTXSID7027095,,2042,2042_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,<,10250,mg/kg,274.268,0.0374,1.4275,,"Ebbens K. 1971. Report to PPG Industries, Inc.: Acute toxicity studies with CR-39, allyl diglycol carbonate. Industrial Bio-Test Laboratories, Inc. Report IBT A254, dated Sept. 10, 1971.",https://chemview.epa.gov/chemview/,,176104,ToxVal00045_136d2ffc5b339a83
,Allura Red C.I.16035,25956-17-6,Cc(cc(c(OC)c1)N=Nc(c(c(cc2)c3)ccc3S([O-])(=O)=O)c2O)c1S([O-])(=O)=O.[Na+].[Na+],DTXSID4024436,,2043,2043_HPVIS,HPVIS,-,acute,human health,dog,oral,>,5000,mg/kg,496.427,0.0101,1.9969,,"Hazelton Laboratories, Inc. (1965b) Acute oral administration-dogs. Five experimental non-toxic red colors. Unpublished Report.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS:Test Plan: Dec. 12, 2006; CBIC Received: Nov. 13, 2006Robust Summary: Dec. 12, 2006; CBIC Received: Nov. 13, 2006. Study is also summarized in the initial robust summary posted Dec. 17, 2003.",https://chemview.epa.gov/chemview/,,176105,ToxVal00045_26158c0108513a93
,"4,4'-(4,4'-Isopropylidenediphenoxy)bisphthalic dianhydride",38103-06-9,,DTXSID3028001,,2044,2044_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Myers, R. C. (1988) Unpublished report for Project No. 50-667 entitled ""Biphenol Dianhydride Acute Toxicity and Primary Irritancy Studies"" dated January 19, 1988 for General Electric Company, Pittsfield, MA, USA; from Bushy Run Research Center, Export, PA, USA.Posting dates of documents from which these data were entered into HPVIS: December 31, 2002 (original robust summary document) and March 15, 2006 (revised robust summary document)",https://chemview.epa.gov/chemview/,,176106,ToxVal00045_b8581b106701b7c5
,"4,4'-(4,4'-Isopropylidenediphenoxy)bisphthalic dianhydride",38103-06-9,,DTXSID3028001,,2045,2045_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Wazeter, F. X. and E. I. Goldenthal (1974) Unpublished report for Project No. 313-035 entitled ""Acute Toxicity Screening Studies in Rats and Rabbits"" dated May 16, 1974 for General Electric Company, from International Research and Development Corporation, Mattawan, MI, USA.Posting dates of documents from which these data were entered into HPVIS: December 31, 2002 (original robust summary document) and March 15, 2006 (revised robust summary document)",https://chemview.epa.gov/chemview/,,176107,ToxVal00045_b8581b106701b7c5
,Sodium 2-mercaptobenzothiolate,2492-26-4,[S-]c1nc(cccc2)c2[s]1.[Na+],DTXSID1026035,,2046,2046_HPVIS,HPVIS,-,acute,human health,rat,oral,=,4350,mg/kg,189.238,0.0230,1.6385,,"Monsanto Y-74-19, Acute Oral Toxicity of Sodium MBT, Younger Laboratories, March 11, 1974 Data extracted from Revised Robust Summary (1st revision) dated: Jun. 18, 2003CBIC Received: Jul. 23, 2003Posted to HPV Challenge Website: Aug. 22, 2003",https://chemview.epa.gov/chemview/,,176108,ToxVal00045_9a968f130ec7b76a
,"Phosphorous acid, triphenyl ester, reaction products with dipropylene glycol",116265-68-0,,DTXSID2029086,,2047,2047_HPVIS,HPVIS,-,acute,human health,rat,oral,>,10000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Crompton (2003) Material Safety Data Sheet, Weston 430, Revision 1.2: 10/15/2003Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: Initial Robust Summary/IUCLID Dataset: Jan. 5, 2006; CBIC Received: Dec. 28, 2005; IUCLID produced: Dec. 21, 2005",https://chemview.epa.gov/chemview/,,176109,ToxVal00045_40fb037b1316fd74
,Carbofuran,1563-66-2,CC(C)(Cc1ccc2)Oc1c2OC(NC)=O,DTXSID9020249,,2048,2048_HPVIS,HPVIS,-,acute,human health,rat,oral,=,5.6,mg/kg,221.255,0.0000,4.5967,,"Norvell M J (1983b); Acute Oral Toxicity of FMC 10242 Technical in Rats; FMC Toxicology Laboratory, Somerville, New Jersey, USA; Unpublished Report No: A83-1102; 11 April 1983.",https://chemview.epa.gov/chemview/,,176110,ToxVal00045_33c449a88931f971
,Carbofuran,1563-66-2,CC(C)(Cc1ccc2)Oc1c2OC(NC)=O,DTXSID9020249,,2049,2049_HPVIS,HPVIS,-,acute,human health,rat,oral,=,5.3,mg/kg,221.255,0.0000,4.6206,,"Norvell M J (1983a); Acute Oral Toxicity of FMC 10242 Technical in Rats; FMC Toxicology Laboratory, Somerville, New Jersey, USA; Unpublished Report No: A83-1101; 3 November 1983.",https://chemview.epa.gov/chemview/,,176111,ToxVal00045_33c449a88931f971
,2-(Dimethylamino)ethyl methacrylate,2867-47-2,CC(C(OCCN(C)C)=O)=C,DTXSID1027504,,2050,2050_HPVIS,HPVIS,-,acute,human health,rat,-,=,2659,mg/kg,157.212,0.0169,1.7718,,"Roehm (1978), unpublished report, Acute Oral Toxicity test in Rats, No. 78-061",https://chemview.epa.gov/chemview/,,176112,ToxVal00045_aa20694c1f85a7a9
,2-(Dimethylamino)ethyl acrylate,2439-35-2,CN(C)CCOC(C=C)=O,DTXSID5025100,,2051,2051_HPVIS,HPVIS,-,acute,human health,rat,oral,=,215,mg/kg,143.185,0.0015,2.8235,,"BASF AG: Abt. Toxikologie, unveroeffentlichte Untersuchung, (89/237), 27.10.1987",https://chemview.epa.gov/chemview/,,176113,ToxVal00045_ade72b56f86ad224
,beta-Pinene,127-91-3,CC(C)(C(C1)CC2)C1C2=C,DTXSID7027049,,2052,2052_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,136.237,0.0367,1.4353,,"Moreno O.M. (1975a) Acute oral toxicity in rats. Unpublished report to RIFM.Posting dates of documents from which these data were entered into HPVIS: February 20, 2002 (original robust summaries) and December 7, 2006 (revised robust summaries).",https://chemview.epa.gov/chemview/,,176116,ToxVal00045_a8f6a453b9d56c98
,Dihydromyrcene,2436-90-0,CC(CCC=C(C)C)C=C,DTXSID8029234,,2053,2053_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,5000,mg/kg,138.253,0.0362,1.4417,,Moreno O. (1980b) Acute dermal toxicity of dihydromyrcene in rabbits. Unpublished report. level,https://chemview.epa.gov/chemview/,,176117,ToxVal00045_093ede9e859d0727
,Myrcene,123-35-3,CC(C)=CCCC(C=C)=C,DTXSID6025692,,2054,2054_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,5000,mg/kg,136.237,0.0367,1.4353,,Moreno O. (1973a) Acute dermal toxicity of orange oil in rabbits. Unpublished report.,https://chemview.epa.gov/chemview/,,176118,ToxVal00045_29653a56462fcaaa
,Styrenated diphenylamine,68442-68-2,c(cc1)ccc1Nc1ccccc1,DTXSID8029444,,2055,2055_HPVIS,HPVIS,-,acute,human health,rat,oral,>,20000,mg/kg,169.226,0.1182,0.9274,,"Food and Drug Research Laboratories, Inc., The Acute Oral Toxicity in Rats, Laboratory Report No. 2688b to The Goodyear Tire and Rubber Company, 1976.Original posting date for substituted diphenylamine documents: January 15, 2002 Posting date for revised documents for substituted diphenylamines: October 24, 2003 and January 19, 2007.",https://chemview.epa.gov/chemview/,,176119,ToxVal00045_c6d19b852d956438
,4-tert-Butylcyclohexanol,98-52-2,CC(C)(C)C(CC1)CCC1O,DTXSID5026623,,2056,2056_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,5000,mg/kg,156.268,0.0320,1.4949,,"Denine E.P. and Palanker A.C. (1973) Acute oral and dermal toxicity studies. Unpublished report to RIFM.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: Jan. 30, 2007.",https://chemview.epa.gov/chemview/,,176120,ToxVal00045_ab17bcdb7dc3ad54
,Diisodecylphenyl phosphite,25550-98-5,CC(C)CCCCCCCc1cccc(OP([O-])[O-])c1CCCCCCCC(C)C,DTXSID3027877,,2057,2057_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2000,mg/kg,436.614,0.0046,2.3391,,"Gabriel, K.L. 1980. Unpublished report no. 80-2010A entitled ""Summary of results of acute toxicity studies"", dated September 26, 1980 for Tenneco Chemicals Inc., Saddle Brook, NJ from Biosearch Inc., Philadelphia, PA",https://chemview.epa.gov/chemview/,,176121,ToxVal00045_bc39461e418458e9
,"Carboxylic acids, C6-8-neo-",95823-36-2,CC(C)(C)CCC(O)=O,DTXSID0029844,,2058,2058_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,3160,mg/kg,130.186,0.0243,1.6149,,"Bridie, A.L. et al. 1979. The Acute Toxicity Test of some Petrochemicals to Goldfish. Water Research Vol. 13. Esso Research and Engineering Company (1964). Acute Oral, Dermal, Eye Irritation and Inhalation Toxicity. Unpublished report.",https://chemview.epa.gov/chemview/,,176123,ToxVal00045_1ee196989df07d50
,Neodecanoic acid,26896-20-8,CC(C)(C)CCCCCC(O)=O,DTXSID7027916,,2059,2059_HPVIS,HPVIS,-,acute,human health,rat,oral,=,670,mg/kg,172.267,0.0039,2.4101,,"Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: December 14, 2006. Esso Research and Engineering Company (1964). Acute Oral, Dermal, Eye Irritation and Inhalation Toxicity. Unpublished report.",https://chemview.epa.gov/chemview/,,176124,ToxVal00045_65b67ad20cf52dd1
,Neodecanoic acid,26896-20-8,CC(C)(C)CCCCCC(O)=O,DTXSID7027916,,2060,2060_HPVIS,HPVIS,-,acute,human health,mouse,inhalation,>,511,mg/m3,172.267,0.0030,2.5278,,"Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: December 14, 2006. Bio/dynamics, Inc. (1982) ""Evaluation of the Acute inhalation Toxicity in Rats, Mice, and Guinea Pigs"". Unpublished report.",https://chemview.epa.gov/chemview/,,176125,ToxVal00045_65b67ad20cf52dd1
,"Benzene, 1,1'-oxybis-, sec-hexyl derivs., sulfonated, sodium salts",147732-60-3,,DTXSID4029858,,2061,2061_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Carreon, R.E., Sodium Mono and Di Hexyl Diphenyl Oxide Disulfonate: Acute Toxicologic Properties, January 15, 1985, unpublished Dow report.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: Dec. 22, 2006.",https://chemview.epa.gov/chemview/,,176126,ToxVal00045_63324de97d99cd36
,"Benzene, 1,1'-oxybis-, tetrapropylene derivs., sulfonated, sodium salts",119345-04-9,,DTXSID6029090,,2062,2062_HPVIS,HPVIS,-,acute,human health,rat,oral,=,1976,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Henck, J.W., Acute Toxicological Properties and Industrial Handling Hazards of Dowfax* 2A1 Surfactant, unpublished Dow report, February 19, 1980.",https://chemview.epa.gov/chemview/,,176127,ToxVal00045_e0ab3f2a0be50405
,Disodium hexadecyl(sulfophenoxy)benzenesulfonate,65143-89-7,CCCCCCCCCCCCCCCCc1cccc(S([O-])(=O)=O)c1Oc(cccc1)c1S(O)(=O)=O.CCCCCCCCCCCCCCCCc1cccc(S([O-])(=O)=O)c1Oc(cccc1)c1S(O)(=O)=O.[Na+].[Na+],DTXSID9029772,,2063,2063_HPVIS,HPVIS,-,acute,human health,rat,oral,>,3980,mg/kg,1153.5,0.0035,2.4621,,"Rampy, L.W., Keeler, P.A., Yakel, H.O., Toxicological Properties and Industrial Handling Hazards of XD-8390, HET XD-8390-(1), August 12, 1974, unpublished Dow report.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: Dec. 22, 2006.",https://chemview.epa.gov/chemview/,,176128,ToxVal00045_c011b63fb74f3208
,"Benzene, 1,1'-oxybis-, tetrapropylene derivs., sulfonated",119345-03-8,,DTXSID7029089,,2064,2064_HPVIS,HPVIS,-,acute,human health,rat,oral,~,1000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Olson, K.J., Results of Range Finding Toxicological Tests on Sulfonic Acid of Dowfax 2A1 (Di-sulfonic Acid of Dodecyl Diphenyl Oxide)-Water Solution Dowfax 2A0, unpublished Dow report, Feb. 23, 1960.",https://chemview.epa.gov/chemview/,,176129,ToxVal00045_b6ab7108e26f71a6
,Disodium n-decyldiphenyl ether disulfonate,36445-71-3,,DTXSID9027990,,2065,2065_HPVIS,HPVIS,-,acute,human health,rat,oral,=,3562,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Henck, J.W., Acute Toxicological Properties and Industrial Handling of Dowfax* 3B2 Surfactant, unpublished Dow report, February 18, 1980.",https://chemview.epa.gov/chemview/,,176130,ToxVal00045_de67b441c74f66ea
,"N,N-Diethylhydroxylamine",3710-84-7,CCN(CC)O,DTXSID2027543,,2066,2066_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,=,200,mg/kg,89.1373,0.0022,2.6490,,"Pennwalt Corporation. DIETHYLHYDROXYLAMINE. Pharmacology Research. Study No. 2049. 19 September 1979.Data entered in the HPVIS was extracted from the robust summary document posted on the HPV Challenge Program website: February 9, 2006.",https://chemview.epa.gov/chemview/,,176131,ToxVal00045_cb029bfe20b8eded
